Layout_ID,Inductance,Temperature
0,9.25545918894875,396.02718983433994
1,9.25545918894875,396.02718983433994
2,9.25545918894875,396.02718983433994
3,9.25545918894875,396.02718983433994
4,9.25545918894875,396.02718983433994
5,9.25545918894875,396.02718983433994
6,9.25545918894875,396.02718983433994
7,9.25545918894875,396.02718983433994
8,9.25545918894875,396.02718983433994
9,9.25545918894875,396.02718983433994
10,9.25545918894875,396.02718983433994
11,9.25545918894875,396.02718983433994
12,9.25545918894875,396.02718983433994
13,9.25545918894875,396.02718983433994
14,9.25545918894875,396.02718983433994
15,9.25545918894875,396.02718983433994
16,9.25545918894875,396.02718983433994
17,9.25545918894875,396.02718983433994
18,9.25545918894875,396.02718983433994
19,9.25545918894875,396.02718983433994
20,9.25545918894875,396.02718983433994
21,9.25545918894875,396.02718983433994
22,9.25545918894875,396.02718983433994
23,9.25545918894875,396.02718983433994
24,9.25545918894875,396.02718983433994
25,9.25545918894875,396.02718983433994
26,9.25545918894875,396.02718983433994
27,9.25545918894875,396.02718983433994
28,9.25545918894875,396.02718983433994
29,9.25545918894875,396.02718983433994
30,9.25545918894875,396.02718983433994
31,9.25545918894875,396.02718983433994
32,9.25545918894875,396.02718983433994
33,9.25545918894875,396.02718983433994
34,9.25545918894875,396.02718983433994
35,9.25545918894875,396.02718983433994
36,9.25545918894875,396.02718983433994
37,9.25545918894875,396.02718983433994
38,9.25545918894875,396.02718983433994
39,9.25545918894875,396.02718983433994
40,9.25545918894875,396.02718983433994
41,9.25545918894875,396.02718983433994
42,9.25545918894875,396.02718983433994
43,9.25545918894875,396.02718983433994
44,9.25545918894875,396.02718983433994
45,9.25545918894875,396.02718983433994
46,9.25545918894875,396.02718983433994
47,9.25545918894875,396.02718983433994
48,9.48955838195852,395.98226507543336
49,9.25545918894875,396.02718983433994
50,9.25545918894875,396.02718983433994
51,9.25545918894875,396.02718983433994
52,9.25545918894875,396.02718983433994
53,9.626289321923515,396.01935470930573
54,9.25545918894875,396.02718983433994
55,9.25545918894875,396.02718983433994
56,9.25545918894875,396.02718983433994
57,9.25545918894875,396.02718983433994
