Layout_ID,Inductance,Max_Temperature
0,15.362701052999695,444.2250357014236
1,17.419111831133407,425.4565538087675
2,16.730715778912092,414.7394225850177
3,17.70812587645685,410.5277964462284
4,20.998947916637604,396.5503745833673
5,15.888498127108214,404.9218769751633
6,16.432223443262973,402.67204854749224
7,26.46821068329033,394.3671944996179
8,32.43172027894006,372.21446421313135
9,15.662834691471046,398.1650541943759
