Layout_ID,Inductance,Max_Temp
0,0.7114814829497162,345.37008893132753
1,0.6657355776568127,343.3856334221649
2,0.681617649427953,340.56534621333975
3,0.6115194462925586,341.7994149700525
4,0.7418737108825446,339.16350788264447
5,0.5075705783109489,338.619305953098
6,0.6141646014467459,341.2447830807393
7,0.9444079252635669,338.4576838501306
8,0.5628419069479024,336.5701458579897
9,0.3820116521563218,340.2054254426465
