Layout_ID,Inductance,Max_Temp
0,1.5723824011223964,375.61179032792194
1,1.6095339394883375,369.6378362137671
2,1.8185680417452328,365.2000461760996
3,1.3284265212522774,366.59715866967946
4,1.3000746596898871,362.6013009908187
5,1.3726461306409297,362.84158023954615
6,1.1339726033320305,362.47647792870083
7,1.748778599199437,360.74683493473844
8,1.8384464941374106,354.76763185712656
9,0.8980238086488649,362.7816375663451
